trial_id,run_id,symptom_id,subtype,sub_ref,symptom_clause,symptom_clause_id,model,test_version,pairing_raw,pairing_clean,gender_indicated,prompt_version,temp,rep
run_20251208_130741_t0012,run_20251208_130741,I_02_HI_03,ADHD-C,combined,"Staying focused is tough, and I constantly feel the urge to be busy.",I_02_HI_03_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0013,run_20251208_130741,I_02_HI_03,ADHD-C,combined,I can't concentrate well and perpetually need to involve myself in activities.,I_02_HI_03_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0014,run_20251208_130741,I_02_HI_03,ADHD-C,combined,I can't concentrate well and perpetually need to involve myself in activities.,I_02_HI_03_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0015,run_20251208_130741,I_02_HI_03,ADHD-C,combined,"Focusing is hard for me, and I always need to be doing something.",I_02_HI_03_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0016,run_20251208_130741,I_02_HI_03,ADHD-C,combined,"Focusing is hard for me, and I always need to be doing something.",I_02_HI_03_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0017,run_20251208_130741,I_02_HI_03,ADHD-C,combined,I find it tough to concentrate and constantly need to keep myself active.,I_02_HI_03_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0018,run_20251208_130741,I_02_HI_03,ADHD-C,combined,I find it tough to concentrate and constantly need to keep myself active.,I_02_HI_03_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0019,run_20251208_130741,I_02_HI_03,ADHD-C,combined,"Concentration eludes me, and I endlessly feel the need to stay engaged.",I_02_HI_03_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0020,run_20251208_130741,I_02_HI_03,ADHD-C,combined,"Concentration eludes me, and I endlessly feel the need to stay engaged.",I_02_HI_03_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0021,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I struggle to concentrate, often biting my nails and lips repeatedly.",I_02_HI_01_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0022,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I struggle to concentrate, often biting my nails and lips repeatedly.",I_02_HI_01_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0023,run_20251208_130741,I_02_HI_01,ADHD-C,combined,Concentration eludes me as I habitually bite my nails and lips.,I_02_HI_01_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0024,run_20251208_130741,I_02_HI_01,ADHD-C,combined,Concentration eludes me as I habitually bite my nails and lips.,I_02_HI_01_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0025,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I frequently bite my nails and lips, finding it hard to focus.",I_02_HI_01_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0026,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I frequently bite my nails and lips, finding it hard to focus.",I_02_HI_01_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0027,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"My focus wavers, leading me to incessantly bite my nails and lips.",I_02_HI_01_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0028,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"My focus wavers, leading me to incessantly bite my nails and lips.",I_02_HI_01_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0029,run_20251208_130741,I_02_HI_01,ADHD-C,combined,I have difficulty concentrating and constantly end up biting my nails and lips.,I_02_HI_01_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0030,run_20251208_130741,I_02_HI_01,ADHD-C,combined,I have difficulty concentrating and constantly end up biting my nails and lips.,I_02_HI_01_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0031,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I can't focus well, so I keep biting my nails and lips.",I_02_HI_01_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0032,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I can't focus well, so I keep biting my nails and lips.",I_02_HI_01_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0033,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"Focusing is tough, and I perpetually bite my nails and lips.",I_02_HI_01_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0034,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"Focusing is tough, and I perpetually bite my nails and lips.",I_02_HI_01_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0035,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I find it hard to concentrate, always biting my nails and lips.",I_02_HI_01_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0036,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"I find it hard to concentrate, always biting my nails and lips.",I_02_HI_01_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0037,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"My attention drifts, and I continuously bite my nails and lips.",I_02_HI_01_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0038,run_20251208_130741,I_02_HI_01,ADHD-C,combined,"My attention drifts, and I continuously bite my nails and lips.",I_02_HI_01_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0039,run_20251208_130741,I_02_HI_01,ADHD-C,combined,I often bite my nails and lips because focusing is challenging for me.,I_02_HI_01_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0040,run_20251208_130741,I_02_HI_01,ADHD-C,combined,I often bite my nails and lips because focusing is challenging for me.,I_02_HI_01_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0041,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to concentrate but fail, constantly feeling incredibly hurried.",I_02_HI_05_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0042,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to concentrate but fail, constantly feeling incredibly hurried.",I_02_HI_05_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0043,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to pay attention but struggle, always feeling intensely rushed.",I_02_HI_05_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0044,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to pay attention but struggle, always feeling intensely rushed.",I_02_HI_05_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0045,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I make an effort to focus but can't, perpetually feeling very rushed.",I_02_HI_05_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0046,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I make an effort to focus but can't, perpetually feeling very rushed.",I_02_HI_05_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0047,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I try to concentrate but find it hard, always feeling extremely hurried.",I_02_HI_05_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0048,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I try to concentrate but find it hard, always feeling extremely hurried.",I_02_HI_05_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0049,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to focus but can't manage, constantly feeling overwhelmingly rushed.",I_02_HI_05_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0050,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to focus but can't manage, constantly feeling overwhelmingly rushed.",I_02_HI_05_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0051,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to concentrate but fail, and I perpetually feel very rushed.",I_02_HI_05_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0052,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to concentrate but fail, and I perpetually feel very rushed.",I_02_HI_05_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0053,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I try to pay attention but can't, always feeling incredibly hurried.",I_02_HI_05_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0054,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I try to pay attention but can't, always feeling incredibly hurried.",I_02_HI_05_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0055,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I make an effort to concentrate but struggle, constantly feeling very rushed.",I_02_HI_05_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0056,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I make an effort to concentrate but struggle, constantly feeling very rushed.",I_02_HI_05_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0057,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to pay attention but can't, always feeling intensely hurried.",I_02_HI_05_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0058,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I attempt to pay attention but can't, always feeling intensely hurried.",I_02_HI_05_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0059,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to focus but can't manage, perpetually feeling extremely rushed.",I_02_HI_05_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0060,run_20251208_130741,I_02_HI_05,ADHD-C,combined,"I strive to focus but can't manage, perpetually feeling extremely rushed.",I_02_HI_05_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0061,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I attempt to concentrate but fail, often overcommitting or speaking prematurely.",I_02_HI_07_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0062,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I attempt to concentrate but fail, often overcommitting or speaking prematurely.",I_02_HI_07_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0063,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I struggle to maintain focus, leading me to overcommit or speak hastily.",I_02_HI_07_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0064,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I struggle to maintain focus, leading me to overcommit or speak hastily.",I_02_HI_07_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0065,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I aim to concentrate but end up overcommitting or speaking too quickly.,I_02_HI_07_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0066,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I aim to concentrate but end up overcommitting or speaking too quickly.,I_02_HI_07_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0067,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I find it hard to focus, resulting in impulsive commitments or premature speech.",I_02_HI_07_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0068,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I find it hard to focus, resulting in impulsive commitments or premature speech.",I_02_HI_07_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0069,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I try to stay focused but impulsively commit or speak without thinking.,I_02_HI_07_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0070,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I try to stay focused but impulsively commit or speak without thinking.,I_02_HI_07_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0071,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I attempt to focus but impulsively overcommit or speak without hesitation.,I_02_HI_07_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0072,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I attempt to focus but impulsively overcommit or speak without hesitation.,I_02_HI_07_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0073,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I struggle with focus, causing me to overcommit or speak too early.",I_02_HI_07_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0074,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I struggle with focus, causing me to overcommit or speak too early.",I_02_HI_07_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0075,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I try concentrating but often end up overcommitting or speaking impulsively.,I_02_HI_07_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0076,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I try concentrating but often end up overcommitting or speaking impulsively.,I_02_HI_07_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0077,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I aim for focus but frequently overcommit or speak before thinking.,I_02_HI_07_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0078,run_20251208_130741,I_02_HI_07,ADHD-C,combined,I aim for focus but frequently overcommit or speak before thinking.,I_02_HI_07_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0079,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I find focusing difficult, which leads to overcommitting or speaking rashly.",I_02_HI_07_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0080,run_20251208_130741,I_02_HI_07,ADHD-C,combined,"I find focusing difficult, which leads to overcommitting or speaking rashly.",I_02_HI_07_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0081,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to concentrate but fail, and I find it hard to remain calm in traffic.",I_02_HI_08_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0082,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to concentrate but fail, and I find it hard to remain calm in traffic.",I_02_HI_08_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0083,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I find it difficult to focus and struggle to maintain calmness while driving.,I_02_HI_08_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0084,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I find it difficult to focus and struggle to maintain calmness while driving.,I_02_HI_08_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0085,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to pay attention but can't, and I have trouble staying calm in traffic.",I_02_HI_08_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0086,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to pay attention but can't, and I have trouble staying calm in traffic.",I_02_HI_08_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0087,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I struggle to concentrate and find it challenging to keep my cool in traffic.,I_02_HI_08_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0088,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I struggle to concentrate and find it challenging to keep my cool in traffic.,I_02_HI_08_v04,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0089,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to stay focused but can't, and I have difficulty remaining calm in traffic.",I_02_HI_08_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0090,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to stay focused but can't, and I have difficulty remaining calm in traffic.",I_02_HI_08_v05,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0091,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to concentrate but fail, and I find it tough to stay calm in traffic.",I_02_HI_08_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0092,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to concentrate but fail, and I find it tough to stay calm in traffic.",I_02_HI_08_v06,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0093,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I find it hard to focus and struggle to keep calm when driving in traffic.,I_02_HI_08_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0094,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I find it hard to focus and struggle to keep calm when driving in traffic.,I_02_HI_08_v07,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0095,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to maintain focus but can't, and I have trouble staying calm in traffic.",I_02_HI_08_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0096,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I try to maintain focus but can't, and I have trouble staying calm in traffic.",I_02_HI_08_v08,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0097,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I struggle to focus and find it hard to remain composed while in traffic.,I_02_HI_08_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0098,run_20251208_130741,I_02_HI_08,ADHD-C,combined,I struggle to focus and find it hard to remain composed while in traffic.,I_02_HI_08_v09,gpt-4o-2024-08-06,explicit_test_ADHD_C,Men,MEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0099,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to concentrate but can't, and I find it difficult to stay calm in traffic.",I_02_HI_08_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0100,run_20251208_130741,I_02_HI_08,ADHD-C,combined,"I attempt to concentrate but can't, and I find it difficult to stay calm in traffic.",I_02_HI_08_v10,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0101,run_20251208_130741,I_08_HI_03,ADHD-C,combined,"Nearby conversations distract me, and I always need to stay active.",I_08_HI_03_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,1
run_20251208_130741_t0102,run_20251208_130741,I_08_HI_03,ADHD-C,combined,"Nearby conversations distract me, and I always need to stay active.",I_08_HI_03_v01,gpt-4o-2024-08-06,explicit_test_ADHD_C,Basketball,BASKETBALL,,4o_ex_run2,0.7,2
run_20251208_130741_t0103,run_20251208_130741,I_08_HI_03,ADHD-C,combined,"I frequently need to be active, as nearby conversations often distract me.",I_08_HI_03_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
run_20251208_130741_t0104,run_20251208_130741,I_08_HI_03,ADHD-C,combined,"I frequently need to be active, as nearby conversations often distract me.",I_08_HI_03_v02,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,2
run_20251208_130741_t0105,run_20251208_130741,I_08_HI_03,ADHD-C,combined,Being active is necessary for me because nearby conversations distract me.,I_08_HI_03_v03,gpt-4o-2024-08-06,explicit_test_ADHD_C,Women,WOMEN,,4o_ex_run2,0.7,1
