run_id,symptom_id,subtype,sub_ref,variant_id,wc_base_sentence,base_sentence,symptom_clause,wc_symptom_clause,model,symptom_clause_id
run_20251127_210608,I_03,ADHD-I,absent_listening,9,14,"I hear every word during a conversation, but can't remember what we've talked about.","I listen to all the words, but can't remember what we talked about.",13,gpt-4o-2024-08-06,I_03_09
run_20251127_210608,I_03,ADHD-I,absent_listening,10,14,"I hear every word during a conversation, but can't remember what we've talked about.","I hear everything in a conversation, yet I forget what was discussed.",12,gpt-4o-2024-08-06,I_03_10
run_20251127_210608,I_04,ADHD-I,completion_chores,1,15,I need to do homework or clean my room but can't make myself do it.,I can't motivate myself to either clean my room or do homework.,12,gpt-4o-2024-08-06,I_04_01
run_20251127_210608,I_04,ADHD-I,completion_chores,2,15,I need to do homework or clean my room but can't make myself do it.,I'm unable to push myself to clean my room or finish homework.,12,gpt-4o-2024-08-06,I_04_02
run_20251127_210608,I_04,ADHD-I,completion_chores,3,15,I need to do homework or clean my room but can't make myself do it.,I struggle to find motivation to clean my room or do homework.,12,gpt-4o-2024-08-06,I_04_03
run_20251127_210608,I_04,ADHD-I,completion_chores,4,15,I need to do homework or clean my room but can't make myself do it.,I can't bring myself to complete homework or tidy up my room.,12,gpt-4o-2024-08-06,I_04_04
run_20251127_210608,I_04,ADHD-I,completion_chores,5,15,I need to do homework or clean my room but can't make myself do it.,I find it hard to either do my homework or clean my room.,13,gpt-4o-2024-08-06,I_04_05
run_20251127_210608,I_04,ADHD-I,completion_chores,6,15,I need to do homework or clean my room but can't make myself do it.,I lack the drive to clean my room or complete my homework.,12,gpt-4o-2024-08-06,I_04_06
run_20251127_210608,I_04,ADHD-I,completion_chores,7,15,I need to do homework or clean my room but can't make myself do it.,I can't seem to make myself clean my room or do homework.,12,gpt-4o-2024-08-06,I_04_07
run_20251127_210608,I_04,ADHD-I,completion_chores,8,15,I need to do homework or clean my room but can't make myself do it.,I am unable to force myself to do homework or clean my room.,13,gpt-4o-2024-08-06,I_04_08
run_20251127_210608,I_04,ADHD-I,completion_chores,9,15,I need to do homework or clean my room but can't make myself do it.,I struggle to motivate myself to do homework or clean my room.,12,gpt-4o-2024-08-06,I_04_09
run_20251127_210608,I_04,ADHD-I,completion_chores,10,15,I need to do homework or clean my room but can't make myself do it.,I find it difficult to clean my room or finish my homework.,12,gpt-4o-2024-08-06,I_04_10
run_20251127_210608,I_05,ADHD-I,organizing_tasks,1,11,"My stuff is always scattered everywhere, and house is a clutter.","My belongings are perpetually spread out, and the house remains messy.",11,gpt-4o-2024-08-06,I_05_01
run_20251127_210608,I_05,ADHD-I,organizing_tasks,2,11,"My stuff is always scattered everywhere, and house is a clutter.","The house is consistently untidy, with my things scattered all around.",11,gpt-4o-2024-08-06,I_05_02
run_20251127_210608,I_05,ADHD-I,organizing_tasks,3,11,"My stuff is always scattered everywhere, and house is a clutter.","My items are always dispersed, leaving the house in constant disarray.",11,gpt-4o-2024-08-06,I_05_03
run_20251127_210608,I_05,ADHD-I,organizing_tasks,4,11,"My stuff is always scattered everywhere, and house is a clutter.",The house stays cluttered because my possessions are scattered everywhere.,10,gpt-4o-2024-08-06,I_05_04
run_20251127_210608,I_05,ADHD-I,organizing_tasks,5,11,"My stuff is always scattered everywhere, and house is a clutter.","My things are perpetually scattered, resulting in a cluttered house.",10,gpt-4o-2024-08-06,I_05_05
run_20251127_210608,I_05,ADHD-I,organizing_tasks,6,11,"My stuff is always scattered everywhere, and house is a clutter.",The house is cluttered since my stuff is always spread everywhere.,11,gpt-4o-2024-08-06,I_05_06
run_20251127_210608,I_05,ADHD-I,organizing_tasks,7,11,"My stuff is always scattered everywhere, and house is a clutter.","My belongings are always scattered, making the house perpetually cluttered.",10,gpt-4o-2024-08-06,I_05_07
run_20251127_210608,I_05,ADHD-I,organizing_tasks,8,11,"My stuff is always scattered everywhere, and house is a clutter.",The house remains in chaos with my stuff scattered all over.,11,gpt-4o-2024-08-06,I_05_08
run_20251127_210608,I_05,ADHD-I,organizing_tasks,9,11,"My stuff is always scattered everywhere, and house is a clutter.","My possessions are constantly scattered, and the house is always cluttered.",11,gpt-4o-2024-08-06,I_05_09
run_20251127_210608,I_05,ADHD-I,organizing_tasks,10,11,"My stuff is always scattered everywhere, and house is a clutter.",The house is always messy because my belongings are scattered everywhere.,11,gpt-4o-2024-08-06,I_05_10
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,1,12,I wanna clean my house but the motivation is completely knocked out.,"I want to tidy up my home, yet my motivation is entirely gone.",13,gpt-4o-2024-08-06,I_06_01
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,2,12,I wanna clean my house but the motivation is completely knocked out.,"My desire to clean the house is strong, but motivation is absent.",12,gpt-4o-2024-08-06,I_06_02
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,3,12,I wanna clean my house but the motivation is completely knocked out.,"I aim to spruce up my place, though my drive is missing.",12,gpt-4o-2024-08-06,I_06_03
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,4,12,I wanna clean my house but the motivation is completely knocked out.,"I intend to clean my house, but my motivation has vanished completely.",12,gpt-4o-2024-08-06,I_06_04
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,5,12,I wanna clean my house but the motivation is completely knocked out.,"I wish to organize my home, yet my motivation is utterly depleted.",12,gpt-4o-2024-08-06,I_06_05
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,6,12,I wanna clean my house but the motivation is completely knocked out.,"I plan to clean my house, but my motivation is nowhere to be found.",14,gpt-4o-2024-08-06,I_06_06
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,7,12,I wanna clean my house but the motivation is completely knocked out.,"I hope to tidy my home, although my motivation is completely lacking.",12,gpt-4o-2024-08-06,I_06_07
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,8,12,I wanna clean my house but the motivation is completely knocked out.,"I need to clean my house, but my motivation is entirely absent.",12,gpt-4o-2024-08-06,I_06_08
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,9,12,I wanna clean my house but the motivation is completely knocked out.,"I desire to clean my home, yet my motivation is totally gone.",12,gpt-4o-2024-08-06,I_06_09
run_20251127_210608,I_06,ADHD-I,avoidance_mental_effort,10,12,I wanna clean my house but the motivation is completely knocked out.,"I aspire to clean my house, but my motivation is fully drained.",12,gpt-4o-2024-08-06,I_06_10
run_20251127_210608,I_07,ADHD-I,mislay_tasks,1,11,"If my partner moves something around in the house, I panic.",I get anxious if my partner rearranges anything in the house.,11,gpt-4o-2024-08-06,I_07_01
run_20251127_210608,I_07,ADHD-I,mislay_tasks,2,11,"If my partner moves something around in the house, I panic.","When my partner shifts things at home, I start to feel uneasy.",12,gpt-4o-2024-08-06,I_07_02
run_20251127_210608,I_07,ADHD-I,mislay_tasks,3,11,"If my partner moves something around in the house, I panic.",I feel stressed whenever my partner changes the arrangement of things.,11,gpt-4o-2024-08-06,I_07_03
run_20251127_210608,I_07,ADHD-I,mislay_tasks,4,11,"If my partner moves something around in the house, I panic.",Anxiety hits me if my partner alters the setup of our home.,12,gpt-4o-2024-08-06,I_07_04
run_20251127_210608,I_07,ADHD-I,mislay_tasks,5,11,"If my partner moves something around in the house, I panic.",I become nervous when my partner moves items around in our house.,12,gpt-4o-2024-08-06,I_07_05
run_20251127_210608,I_07,ADHD-I,mislay_tasks,6,11,"If my partner moves something around in the house, I panic.","If my partner adjusts anything in the house, I immediately feel anxious.",12,gpt-4o-2024-08-06,I_07_06
run_20251127_210608,I_07,ADHD-I,mislay_tasks,7,11,"If my partner moves something around in the house, I panic.",I panic whenever my partner modifies the placement of things at home.,12,gpt-4o-2024-08-06,I_07_07
run_20251127_210608,I_07,ADHD-I,mislay_tasks,8,11,"If my partner moves something around in the house, I panic.","When things are moved by my partner, I experience a sense of panic.",13,gpt-4o-2024-08-06,I_07_08
run_20251127_210608,I_07,ADHD-I,mislay_tasks,9,11,"If my partner moves something around in the house, I panic.",I feel a wave of anxiety if my partner rearranges household items.,12,gpt-4o-2024-08-06,I_07_09
run_20251127_210608,I_07,ADHD-I,mislay_tasks,10,11,"If my partner moves something around in the house, I panic.","If household items are shifted by my partner, I start to panic.",12,gpt-4o-2024-08-06,I_07_10
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,1,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I hear nearby discussions, yet I lose focus on my own conversation.",12,gpt-4o-2024-08-06,I_08_01
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,2,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I pick up nearby chatter, but I forget the conversation I'm in.",12,gpt-4o-2024-08-06,I_08_02
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,3,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I detect surrounding talks, but I lose my place in my own dialogue.",13,gpt-4o-2024-08-06,I_08_03
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,4,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I sense nearby voices, yet I lose track of my intended conversation.",12,gpt-4o-2024-08-06,I_08_04
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,5,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I catch nearby discussions, but I lose sight of my own conversation.",12,gpt-4o-2024-08-06,I_08_05
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,6,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I perceive surrounding conversations, yet I forget the one I'm engaged in.",12,gpt-4o-2024-08-06,I_08_06
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,7,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I overhear nearby talks, but I lose focus on my current conversation.",12,gpt-4o-2024-08-06,I_08_07
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,8,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I notice surrounding chatter, yet I lose track of my own discussion.",12,gpt-4o-2024-08-06,I_08_08
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,9,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I hear nearby voices, but I forget the conversation I should be having.",13,gpt-4o-2024-08-06,I_08_09
run_20251127_210608,I_08,ADHD-I,distraction_extraneous_stimuli,10,14,"I notice nearby conversations, butlose track of the one I'm supposed to be having.","I detect nearby chatter, yet I lose track of the conversation I'm in.",13,gpt-4o-2024-08-06,I_08_10
run_20251127_210608,I_09,ADHD-I,forgetful_daily,1,11,My memory isn't really good and I often forget people's names.,I frequently forget names because my memory isn't particularly strong.,10,gpt-4o-2024-08-06,I_09_01
run_20251127_210608,I_09,ADHD-I,forgetful_daily,2,11,My memory isn't really good and I often forget people's names.,"My memory is quite poor, so I often can't recall people's names.",12,gpt-4o-2024-08-06,I_09_02
run_20251127_210608,I_09,ADHD-I,forgetful_daily,3,11,My memory isn't really good and I often forget people's names.,"Since my memory isn't great, I regularly forget the names of people.",12,gpt-4o-2024-08-06,I_09_03
run_20251127_210608,I_09,ADHD-I,forgetful_daily,4,11,My memory isn't really good and I often forget people's names.,I tend to forget names often due to my not-so-good memory.,11,gpt-4o-2024-08-06,I_09_04
run_20251127_210608,I_09,ADHD-I,forgetful_daily,5,11,My memory isn't really good and I often forget people's names.,My ability to remember names is weak because my memory isn't sharp.,12,gpt-4o-2024-08-06,I_09_05
run_20251127_210608,I_09,ADHD-I,forgetful_daily,6,11,My memory isn't really good and I often forget people's names.,I usually can't remember names well because my memory is lacking.,11,gpt-4o-2024-08-06,I_09_06
run_20251127_210608,I_09,ADHD-I,forgetful_daily,7,11,My memory isn't really good and I often forget people's names.,"My memory isn't the best, which causes me to forget people's names.",12,gpt-4o-2024-08-06,I_09_07
run_20251127_210608,I_09,ADHD-I,forgetful_daily,8,11,My memory isn't really good and I often forget people's names.,I often struggle to recall names since my memory isn't very good.,12,gpt-4o-2024-08-06,I_09_08
run_20251127_210608,I_09,ADHD-I,forgetful_daily,9,11,My memory isn't really good and I often forget people's names.,Remembering people's names is hard for me because my memory is weak.,12,gpt-4o-2024-08-06,I_09_09
run_20251127_210608,I_09,ADHD-I,forgetful_daily,10,11,My memory isn't really good and I often forget people's names.,"Due to my poor memory, I frequently have trouble recalling people's names.",12,gpt-4o-2024-08-06,I_09_10
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,1,11,I seem to constantly eat my nails and bite my lips,I frequently find myself biting my lips and chewing my nails.,11,gpt-4o-2024-08-06,HI_01_01
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,2,11,I seem to constantly eat my nails and bite my lips,My habit of biting my lips and eating my nails is constant.,12,gpt-4o-2024-08-06,HI_01_02
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,3,11,I seem to constantly eat my nails and bite my lips,I have a persistent tendency to chew my nails and bite my lips.,13,gpt-4o-2024-08-06,HI_01_03
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,4,11,I seem to constantly eat my nails and bite my lips,I regularly end up eating my nails and biting my lips.,11,gpt-4o-2024-08-06,HI_01_04
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,5,11,I seem to constantly eat my nails and bite my lips,My lips and nails are constantly bitten and chewed by me.,11,gpt-4o-2024-08-06,HI_01_05
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,6,11,I seem to constantly eat my nails and bite my lips,I seem to always chew on my nails and bite my lips.,12,gpt-4o-2024-08-06,HI_01_06
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,7,11,I seem to constantly eat my nails and bite my lips,I habitually bite my lips and chew on my nails frequently.,11,gpt-4o-2024-08-06,HI_01_07
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,8,11,I seem to constantly eat my nails and bite my lips,My nails and lips are often bitten and chewed by me.,11,gpt-4o-2024-08-06,HI_01_08
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,9,11,I seem to constantly eat my nails and bite my lips,I find myself frequently chewing my nails and biting my lips.,11,gpt-4o-2024-08-06,HI_01_09
run_20251127_210608,HI_01,ADHD-HI,restless_motorics,10,11,I seem to constantly eat my nails and bite my lips,I have a constant habit of biting my lips and eating nails.,12,gpt-4o-2024-08-06,HI_01_10
run_20251127_210608,HI_02,ADHD-HI,seating_expected,1,12,I can't stay in a certain position for more than 30-40 seconds.,I am unable to remain in one position for over 30-40 seconds.,12,gpt-4o-2024-08-06,HI_02_01
run_20251127_210608,HI_02,ADHD-HI,seating_expected,2,12,I can't stay in a certain position for more than 30-40 seconds.,Staying in one spot for longer than 30-40 seconds is impossible for me.,13,gpt-4o-2024-08-06,HI_02_02
run_20251127_210608,HI_02,ADHD-HI,seating_expected,3,12,I can't stay in a certain position for more than 30-40 seconds.,It's difficult for me to hold a position beyond 30-40 seconds.,11,gpt-4o-2024-08-06,HI_02_03
run_20251127_210608,HI_02,ADHD-HI,seating_expected,4,12,I can't stay in a certain position for more than 30-40 seconds.,I find it hard to maintain any position for more than 30-40 seconds.,13,gpt-4o-2024-08-06,HI_02_04
run_20251127_210608,HI_02,ADHD-HI,seating_expected,5,12,I can't stay in a certain position for more than 30-40 seconds.,Keeping still in one place for over 30-40 seconds is challenging for me.,13,gpt-4o-2024-08-06,HI_02_05
run_20251127_210608,HI_02,ADHD-HI,seating_expected,6,12,I can't stay in a certain position for more than 30-40 seconds.,I struggle to stay in a single position for longer than 30-40 seconds.,13,gpt-4o-2024-08-06,HI_02_06
run_20251127_210608,HI_02,ADHD-HI,seating_expected,7,12,I can't stay in a certain position for more than 30-40 seconds.,Remaining in the same position for more than 30-40 seconds is tough for me.,14,gpt-4o-2024-08-06,HI_02_07
run_20251127_210608,HI_02,ADHD-HI,seating_expected,8,12,I can't stay in a certain position for more than 30-40 seconds.,I can't hold still in one position for over 30-40 seconds.,11,gpt-4o-2024-08-06,HI_02_08
run_20251127_210608,HI_02,ADHD-HI,seating_expected,9,12,I can't stay in a certain position for more than 30-40 seconds.,It's challenging for me to stay put for longer than 30-40 seconds.,12,gpt-4o-2024-08-06,HI_02_09
run_20251127_210608,HI_02,ADHD-HI,seating_expected,10,12,I can't stay in a certain position for more than 30-40 seconds.,I am unable to keep a position for more than 30-40 seconds.,12,gpt-4o-2024-08-06,HI_02_10
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,1,12,I constantly have a feeling that I have to be doing something.,I always sense that I need to be engaged in some activity.,12,gpt-4o-2024-08-06,HI_03_01
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,2,12,I constantly have a feeling that I have to be doing something.,There's a persistent feeling that I should always be doing something.,11,gpt-4o-2024-08-06,HI_03_02
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,3,12,I constantly have a feeling that I have to be doing something.,I perpetually feel like I must keep myself occupied with tasks.,11,gpt-4o-2024-08-06,HI_03_03
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,4,12,I constantly have a feeling that I have to be doing something.,I consistently experience the need to be actively involved in something.,11,gpt-4o-2024-08-06,HI_03_04
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,5,12,I constantly have a feeling that I have to be doing something.,There's an ongoing sensation that I ought to be doing something productive.,12,gpt-4o-2024-08-06,HI_03_05
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,6,12,I constantly have a feeling that I have to be doing something.,I frequently have the impression that I must stay busy with something.,12,gpt-4o-2024-08-06,HI_03_06
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,7,12,I constantly have a feeling that I have to be doing something.,I regularly feel compelled to engage in some form of activity.,11,gpt-4o-2024-08-06,HI_03_07
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,8,12,I constantly have a feeling that I have to be doing something.,There's a constant urge within me to always be doing something.,11,gpt-4o-2024-08-06,HI_03_08
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,9,12,I constantly have a feeling that I have to be doing something.,I habitually sense that I should be occupied with some activity.,11,gpt-4o-2024-08-06,HI_03_09
run_20251127_210608,HI_03,ADHD-HI,restless_cognition,10,12,I constantly have a feeling that I have to be doing something.,I often feel the necessity to keep myself busy with something.,11,gpt-4o-2024-08-06,HI_03_10
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,1,12,In almost all my conversations I am told I speak too loudly.,People often mention that I tend to speak at a high volume.,12,gpt-4o-2024-08-06,HI_04_01
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,2,12,In almost all my conversations I am told I speak too loudly.,I'm frequently informed during conversations that my voice is too loud.,11,gpt-4o-2024-08-06,HI_04_02
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,3,12,In almost all my conversations I am told I speak too loudly.,"Many times, I'm told I have a habit of speaking too loudly.",12,gpt-4o-2024-08-06,HI_04_03
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,4,12,In almost all my conversations I am told I speak too loudly.,It's common for others to say that I speak with excessive volume.,12,gpt-4o-2024-08-06,HI_04_04
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,5,12,In almost all my conversations I am told I speak too loudly.,I am regularly advised that my speaking voice is louder than necessary.,12,gpt-4o-2024-08-06,HI_04_05
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,6,12,In almost all my conversations I am told I speak too loudly.,"In most discussions, people tell me that my voice is quite loud.",12,gpt-4o-2024-08-06,HI_04_06
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,7,12,In almost all my conversations I am told I speak too loudly.,I often hear from others that I speak with too much volume.,12,gpt-4o-2024-08-06,HI_04_07
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,8,12,In almost all my conversations I am told I speak too loudly.,"During conversations, I'm usually told that my speaking voice is too loud.",12,gpt-4o-2024-08-06,HI_04_08
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,9,12,In almost all my conversations I am told I speak too loudly.,I am often reminded that I tend to speak at a loud volume.,13,gpt-4o-2024-08-06,HI_04_09
run_20251127_210608,HI_04,ADHD-HI,adjust_vocal_behavior,10,12,In almost all my conversations I am told I speak too loudly.,"Most of the time, people say I have a loud speaking voice.",12,gpt-4o-2024-08-06,HI_04_10
run_20251127_210608,HI_05,ADHD-HI,busy_energy,1,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I need a minimum of six projects at once to feel at ease.,13,gpt-4o-2024-08-06,HI_05_01
run_20251127_210608,HI_05,ADHD-HI,busy_energy,2,15,I cannot relax and need to have at least 6 ongoing projects at a time.,"To feel calm, I require at least six projects simultaneously.",10,gpt-4o-2024-08-06,HI_05_02
run_20251127_210608,HI_05,ADHD-HI,busy_energy,3,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I must juggle at least six projects to avoid feeling restless.,11,gpt-4o-2024-08-06,HI_05_03
run_20251127_210608,HI_05,ADHD-HI,busy_energy,4,15,I cannot relax and need to have at least 6 ongoing projects at a time.,At least six active projects are necessary for me to feel relaxed.,12,gpt-4o-2024-08-06,HI_05_04
run_20251127_210608,HI_05,ADHD-HI,busy_energy,5,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I can't unwind unless I manage a minimum of six projects.,11,gpt-4o-2024-08-06,HI_05_05
run_20251127_210608,HI_05,ADHD-HI,busy_energy,6,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I only feel relaxed when I handle at least six projects at once.,13,gpt-4o-2024-08-06,HI_05_06
run_20251127_210608,HI_05,ADHD-HI,busy_energy,7,15,I cannot relax and need to have at least 6 ongoing projects at a time.,Managing six projects at a time is essential for my relaxation.,11,gpt-4o-2024-08-06,HI_05_07
run_20251127_210608,HI_05,ADHD-HI,busy_energy,8,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I require six ongoing projects to maintain a sense of calm.,11,gpt-4o-2024-08-06,HI_05_08
run_20251127_210608,HI_05,ADHD-HI,busy_energy,9,15,I cannot relax and need to have at least 6 ongoing projects at a time.,I need to oversee at least six projects to feel at ease.,12,gpt-4o-2024-08-06,HI_05_09
