symptom_id,subtype,sub_ref,variant_id,wc_base_sentence,base_sentence,symptom_clause,wc_symptom_clause,run_id,model,symptom_clause_id
I_02_HI_01,ADHD-C,combined,7,14,"I try to focus but can’t, and I constantly bite my nails and lips.","Focusing is tough, and I perpetually bite my nails and lips.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_01_v07
I_02_HI_01,ADHD-C,combined,8,14,"I try to focus but can’t, and I constantly bite my nails and lips.","I find it hard to concentrate, always biting my nails and lips.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_01_v08
I_02_HI_01,ADHD-C,combined,9,14,"I try to focus but can’t, and I constantly bite my nails and lips.","My attention drifts, and I continuously bite my nails and lips.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_01_v09
I_02_HI_01,ADHD-C,combined,10,14,"I try to focus but can’t, and I constantly bite my nails and lips.",I often bite my nails and lips because focusing is challenging for me.,13,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_01_v10
I_02_HI_05,ADHD-C,combined,1,12,"I try to focus but can’t, and I always feel extremely rushed.","I attempt to concentrate but fail, constantly feeling incredibly hurried.",10,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v01
I_02_HI_05,ADHD-C,combined,2,12,"I try to focus but can’t, and I always feel extremely rushed.","I strive to pay attention but struggle, always feeling intensely rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v02
I_02_HI_05,ADHD-C,combined,3,12,"I try to focus but can’t, and I always feel extremely rushed.","I make an effort to focus but can't, perpetually feeling very rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v03
I_02_HI_05,ADHD-C,combined,4,12,"I try to focus but can’t, and I always feel extremely rushed.","I try to concentrate but find it hard, always feeling extremely hurried.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v04
I_02_HI_05,ADHD-C,combined,5,12,"I try to focus but can’t, and I always feel extremely rushed.","I attempt to focus but can't manage, constantly feeling overwhelmingly rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v05
I_02_HI_05,ADHD-C,combined,6,12,"I try to focus but can’t, and I always feel extremely rushed.","I strive to concentrate but fail, and I perpetually feel very rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v06
I_02_HI_05,ADHD-C,combined,7,12,"I try to focus but can’t, and I always feel extremely rushed.","I try to pay attention but can't, always feeling incredibly hurried.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v07
I_02_HI_05,ADHD-C,combined,8,12,"I try to focus but can’t, and I always feel extremely rushed.","I make an effort to concentrate but struggle, constantly feeling very rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v08
I_02_HI_05,ADHD-C,combined,9,12,"I try to focus but can’t, and I always feel extremely rushed.","I attempt to pay attention but can't, always feeling intensely hurried.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v09
I_02_HI_05,ADHD-C,combined,10,12,"I try to focus but can’t, and I always feel extremely rushed.","I strive to focus but can't manage, perpetually feeling extremely rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_05_v10
I_02_HI_07,ADHD-C,combined,1,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.","I attempt to concentrate but fail, often overcommitting or speaking prematurely.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v01
I_02_HI_07,ADHD-C,combined,2,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.","I struggle to maintain focus, leading me to overcommit or speak hastily.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v02
I_02_HI_07,ADHD-C,combined,3,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.",I aim to concentrate but end up overcommitting or speaking too quickly.,12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v03
I_02_HI_07,ADHD-C,combined,4,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.","I find it hard to focus, resulting in impulsive commitments or premature speech.",13,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v04
I_02_HI_07,ADHD-C,combined,5,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.",I try to stay focused but impulsively commit or speak without thinking.,12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v05
I_02_HI_07,ADHD-C,combined,6,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.",I attempt to focus but impulsively overcommit or speak without hesitation.,11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v06
I_02_HI_07,ADHD-C,combined,7,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.","I struggle with focus, causing me to overcommit or speak too early.",12,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v07
I_02_HI_07,ADHD-C,combined,8,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.",I try concentrating but often end up overcommitting or speaking impulsively.,11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v08
I_02_HI_07,ADHD-C,combined,9,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.",I aim for focus but frequently overcommit or speak before thinking.,11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v09
I_02_HI_07,ADHD-C,combined,10,14,"I try to focus but can’t, and I impulsively overcommit or speak too soon.","I find focusing difficult, which leads to overcommitting or speaking rashly.",11,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_07_v10
I_02_HI_08,ADHD-C,combined,1,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I attempt to concentrate but fail, and I find it hard to remain calm in traffic.",16,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v01
I_02_HI_08,ADHD-C,combined,2,14,"I try to focus but can’t, and I struggle to stay calm in traffic.",I find it difficult to focus and struggle to maintain calmness while driving.,13,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v02
I_02_HI_08,ADHD-C,combined,3,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I try to pay attention but can't, and I have trouble staying calm in traffic.",15,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v03
I_02_HI_08,ADHD-C,combined,4,14,"I try to focus but can’t, and I struggle to stay calm in traffic.",I struggle to concentrate and find it challenging to keep my cool in traffic.,14,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v04
I_02_HI_08,ADHD-C,combined,5,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I attempt to stay focused but can't, and I have difficulty remaining calm in traffic.",15,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v05
I_02_HI_08,ADHD-C,combined,6,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I try to concentrate but fail, and I find it tough to stay calm in traffic.",16,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v06
I_02_HI_08,ADHD-C,combined,7,14,"I try to focus but can’t, and I struggle to stay calm in traffic.",I find it hard to focus and struggle to keep calm when driving in traffic.,15,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v07
I_02_HI_08,ADHD-C,combined,8,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I try to maintain focus but can't, and I have trouble staying calm in traffic.",15,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v08
I_02_HI_08,ADHD-C,combined,9,14,"I try to focus but can’t, and I struggle to stay calm in traffic.",I struggle to focus and find it hard to remain composed while in traffic.,14,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v09
I_02_HI_08,ADHD-C,combined,10,14,"I try to focus but can’t, and I struggle to stay calm in traffic.","I attempt to concentrate but can't, and I find it difficult to stay calm in traffic.",16,run_20251207_222322,gpt-4o-2024-08-06,I_02_HI_08_v10
I_08_HI_03,ADHD-C,combined,1,13,"I get distracted by nearby conversations, and I constantly need to be active.","Nearby conversations distract me, and I always need to stay active.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v01
I_08_HI_03,ADHD-C,combined,2,13,"I get distracted by nearby conversations, and I constantly need to be active.","I frequently need to be active, as nearby conversations often distract me.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v02
I_08_HI_03,ADHD-C,combined,3,13,"I get distracted by nearby conversations, and I constantly need to be active.",Being active is necessary for me because nearby conversations distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v03
I_08_HI_03,ADHD-C,combined,4,13,"I get distracted by nearby conversations, and I constantly need to be active.","I am easily distracted by conversations, so I must remain constantly active.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v04
I_08_HI_03,ADHD-C,combined,5,13,"I get distracted by nearby conversations, and I constantly need to be active.","Conversations around me are distracting, requiring me to stay consistently active.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v05
I_08_HI_03,ADHD-C,combined,6,13,"I get distracted by nearby conversations, and I constantly need to be active.",I need to keep active because nearby conversations frequently distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v06
I_08_HI_03,ADHD-C,combined,7,13,"I get distracted by nearby conversations, and I constantly need to be active.","Nearby conversations often distract me, so I need to stay active.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v07
I_08_HI_03,ADHD-C,combined,8,13,"I get distracted by nearby conversations, and I constantly need to be active.",I must be continuously active since nearby conversations distract me.,10,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v08
I_08_HI_03,ADHD-C,combined,9,13,"I get distracted by nearby conversations, and I constantly need to be active.",Being active is essential for me because conversations nearby distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v09
I_08_HI_03,ADHD-C,combined,10,13,"I get distracted by nearby conversations, and I constantly need to be active.","Conversations nearby distract me, making it necessary for me to stay active.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_03_v10
I_08_HI_01,ADHD-C,combined,1,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","Nearby conversations distract me, and I frequently bite my nails and lips.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v01
I_08_HI_01,ADHD-C,combined,2,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I often bite my nails and lips, getting distracted by nearby conversations.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v02
I_08_HI_01,ADHD-C,combined,3,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","Conversations around me distract me, and I habitually bite my lips and nails.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v03
I_08_HI_01,ADHD-C,combined,4,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I habitually bite my lips and nails, distracted by conversations around me.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v04
I_08_HI_01,ADHD-C,combined,5,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I get sidetracked by nearby chatter, and I often bite my lips and nails.",14,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v05
I_08_HI_01,ADHD-C,combined,6,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","Nearby chatter distracts me, and I consistently bite my lips and nails.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v06
I_08_HI_01,ADHD-C,combined,7,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I frequently bite my nails and lips, distracted by conversations happening nearby.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v07
I_08_HI_01,ADHD-C,combined,8,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","Conversations happening nearby distract me, and I regularly bite my nails and lips.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v08
I_08_HI_01,ADHD-C,combined,9,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I regularly bite my lips and nails, sidetracked by nearby conversations.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v09
I_08_HI_01,ADHD-C,combined,10,14,"I get distracted by nearby conversations, and I constantly bite my nails and lips.","I am distracted by nearby chatter, and I habitually bite my nails and lips.",14,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_01_v10
I_08_HI_05,ADHD-C,combined,1,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","Nearby conversations distract me, and I constantly feel incredibly rushed.",10,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v01
I_08_HI_05,ADHD-C,combined,2,12,"I get distracted by nearby conversations, and I always feel extremely rushed.",I often feel very rushed because nearby conversations easily distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v02
I_08_HI_05,ADHD-C,combined,3,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","Conversations around me are distracting, making me perpetually feel extremely rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v03
I_08_HI_05,ADHD-C,combined,4,12,"I get distracted by nearby conversations, and I always feel extremely rushed.",I feel extremely rushed all the time due to nearby conversations distracting me.,13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v04
I_08_HI_05,ADHD-C,combined,5,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","The conversations nearby distract me, causing me to always feel very rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v05
I_08_HI_05,ADHD-C,combined,6,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","I am frequently distracted by nearby conversations, which makes me feel rushed.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v06
I_08_HI_05,ADHD-C,combined,7,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","Nearby conversations often distract me, leading me to feel constantly rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v07
I_08_HI_05,ADHD-C,combined,8,12,"I get distracted by nearby conversations, and I always feel extremely rushed.",I always feel incredibly rushed because nearby conversations easily distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v08
I_08_HI_05,ADHD-C,combined,9,12,"I get distracted by nearby conversations, and I always feel extremely rushed.","Conversations close by distract me, and I perpetually feel very rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v09
I_08_HI_05,ADHD-C,combined,10,12,"I get distracted by nearby conversations, and I always feel extremely rushed.",I feel constantly rushed since nearby conversations tend to distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_05_v10
I_08_HI_07,ADHD-C,combined,1,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","Nearby conversations distract me, causing me to impulsively overcommit or speak prematurely.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v01
I_08_HI_07,ADHD-C,combined,2,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.",I tend to overcommit or speak too soon when nearby conversations distract me.,13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v02
I_08_HI_07,ADHD-C,combined,3,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","Distracted by nearby conversations, I often speak prematurely or overcommit impulsively.",11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v03
I_08_HI_07,ADHD-C,combined,4,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","When nearby conversations distract me, I impulsively overcommit or speak too early.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v04
I_08_HI_07,ADHD-C,combined,5,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.",I impulsively overcommit or speak too soon due to nearby conversations distracting me.,13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v05
I_08_HI_07,ADHD-C,combined,6,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","Nearby conversations often distract me, leading me to speak too soon or overcommit.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v06
I_08_HI_07,ADHD-C,combined,7,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","I get distracted by nearby conversations, which makes me overcommit or speak prematurely.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v07
I_08_HI_07,ADHD-C,combined,8,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","Conversations nearby distract me, and I end up speaking too soon or overcommitting.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v08
I_08_HI_07,ADHD-C,combined,9,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.",I speak too soon or overcommit impulsively when distracted by nearby conversations.,12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v09
I_08_HI_07,ADHD-C,combined,10,14,"I get distracted by nearby conversations, and I impulsively overcommit or speak too soon.","Being distracted by conversations nearby, I tend to overcommit or speak prematurely.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_07_v10
I_08_HI_08,ADHD-C,combined,1,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.","Nearby conversations distract me, and I find it hard to remain calm in traffic.",14,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v01
I_08_HI_08,ADHD-C,combined,2,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",I have difficulty staying calm in traffic and get distracted by nearby chatter.,13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v02
I_08_HI_08,ADHD-C,combined,3,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.","Conversations around me are distracting, making it tough to keep calm in traffic.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v03
I_08_HI_08,ADHD-C,combined,4,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",It's challenging to stay calm in traffic when nearby conversations distract me.,12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v04
I_08_HI_08,ADHD-C,combined,5,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",I struggle to remain calm in traffic due to distractions from nearby conversations.,13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v05
I_08_HI_08,ADHD-C,combined,6,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.","Nearby chatter distracts me, making it difficult to stay calm in traffic.",12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v06
I_08_HI_08,ADHD-C,combined,7,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",I find it hard to stay calm in traffic with nearby conversations distracting me.,14,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v07
I_08_HI_08,ADHD-C,combined,8,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",Traffic makes it difficult to stay calm when nearby conversations are distracting.,12,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v08
I_08_HI_08,ADHD-C,combined,9,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.","I get easily distracted by nearby chatter, struggling to stay calm in traffic.",13,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v09
I_08_HI_08,ADHD-C,combined,10,14,"I get distracted by nearby conversations, and I struggle to stay calm in traffic.",Staying calm in traffic is tough when nearby conversations distract me.,11,run_20251207_222322,gpt-4o-2024-08-06,I_08_HI_08_v10
I_06_HI_03,ADHD-C,combined,1,15,"I want to clean my house but can’t, and I constantly need to be active.",I feel the urge to clean my house but can't stay still.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v01
I_06_HI_03,ADHD-C,combined,2,15,"I want to clean my house but can’t, and I constantly need to be active.",I wish to tidy my home but struggle to remain inactive.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v02
I_06_HI_03,ADHD-C,combined,3,15,"I want to clean my house but can’t, and I constantly need to be active.",I desire to organize my house but can't stop moving around.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v03
I_06_HI_03,ADHD-C,combined,4,15,"I want to clean my house but can’t, and I constantly need to be active.",I need to clean my place but find it hard to stay idle.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v04
I_06_HI_03,ADHD-C,combined,5,15,"I want to clean my house but can’t, and I constantly need to be active.",I want to spruce up my home but can't resist being busy.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v05
I_06_HI_03,ADHD-C,combined,6,15,"I want to clean my house but can’t, and I constantly need to be active.",I aim to tidy my living space but can't avoid constant activity.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v06
I_06_HI_03,ADHD-C,combined,7,15,"I want to clean my house but can’t, and I constantly need to be active.",I hope to clean my house but can't help staying on the move.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v07
I_06_HI_03,ADHD-C,combined,8,15,"I want to clean my house but can’t, and I constantly need to be active.",I long to organize my home but can't cease being active.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v08
I_06_HI_03,ADHD-C,combined,9,15,"I want to clean my house but can’t, and I constantly need to be active.",I intend to clean my house but can't manage to stay still.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v09
I_06_HI_03,ADHD-C,combined,10,15,"I want to clean my house but can’t, and I constantly need to be active.",I plan to tidy my home but can't stop needing to be busy.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_03_v10
I_06_HI_01,ADHD-C,combined,1,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.",I'm unable to clean my house and keep biting my nails and lips.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v01
I_06_HI_01,ADHD-C,combined,2,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","I keep biting my lips and nails, and can't clean my house.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v02
I_06_HI_01,ADHD-C,combined,3,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","I can't clean my house, and I often bite my lips and nails.",13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v03
I_06_HI_01,ADHD-C,combined,4,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.",My house remains unclean because I constantly bite my lips and nails.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v04
I_06_HI_01,ADHD-C,combined,5,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","I frequently bite my nails and lips, and can't manage to clean my house.",14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v05
I_06_HI_01,ADHD-C,combined,6,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","Cleaning my house is impossible, and I always bite my lips and nails.",13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v06
I_06_HI_01,ADHD-C,combined,7,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.",I find it hard to clean my house and bite my lips and nails.,14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v07
I_06_HI_01,ADHD-C,combined,8,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","I can't seem to clean my house, and I bite my lips and nails.",14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v08
I_06_HI_01,ADHD-C,combined,9,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.","My nails and lips are bitten, and I can't clean my house.",12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v09
I_06_HI_01,ADHD-C,combined,10,16,"I want to clean my house but can’t, and I constantly bite my nails and lips.",I am unable to clean my house and often bite my lips and nails.,14,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_01_v10
I_06_HI_05,ADHD-C,combined,1,14,"I want to clean my house but can’t, and I always feel extremely rushed.",I always feel incredibly rushed and can't manage to clean my house.,12,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v01
I_06_HI_05,ADHD-C,combined,2,14,"I want to clean my house but can’t, and I always feel extremely rushed.","Despite wanting to clean my house, I constantly feel extremely rushed.",11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v02
I_06_HI_05,ADHD-C,combined,3,14,"I want to clean my house but can’t, and I always feel extremely rushed.",I feel perpetually rushed and unable to find time to clean my house.,13,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v03
I_06_HI_05,ADHD-C,combined,4,14,"I want to clean my house but can’t, and I always feel extremely rushed.",I can't clean my house because I always feel extremely rushed.,11,run_20251207_222322,gpt-4o-2024-08-06,I_06_HI_05_v04
